Protocol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow Bytes,IP Address,Threat Level,Port,Prediction,Payload Size,Number of Packets,Application Layer Data,User-Agent,Geolocation,Logistics ID,Anomaly Score,Event Description,Response Time,Session ID,Data Transfer Rate,Error Code,SourcePort,DestPort,Label,Time
TCP,FIN,Zero-Day,5,10.0.0.1,200.0.0.1,6.712619585332791,9443.031198240347,324108,192.168.1.1,Zero-Day Attack,55555,Attack Detected,3530,3309,Encrypted_Data,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_51,0.8104247394059164,C2 Communication,456.37627097367664,SYNTH_SESS_51,132.77316357514835,0,59588,31337,Simulated_ZeroDay,2024-10-03 15:04:52.607490
TCP,PSH,Zero-Day,6,10.0.0.1,200.0.0.1,4.668688760061226,16000.510500539747,804044,10.0.0.1,Zero-Day Attack,60000,Attack Detected,4527,2007,Encrypted_Data,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_52,0.925445275931922,Data Exfiltration,179.26415099449707,SYNTH_SESS_52,170.52221132609696,0,51731,50000,Simulated_ZeroDay,2024-08-01 15:04:52.607490
TCP,RST,Unknown,6,192.168.1.1,200.0.0.1,6.09977030042055,43426.65780169308,148028,192.168.1.1,Zero-Day Attack,50000,Attack Detected,503,1081,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_53,0.8688712488013215,Data Exfiltration,222.9805761953369,SYNTH_SESS_53,150.25219466887893,500,50897,31337,Simulated_ZeroDay,2025-05-11 15:04:52.607490
TCP,RST,Zero-Day,9,172.16.0.1,203.0.113.1,8.512155468219634,22056.56380735124,755817,192.168.1.1,Zero-Day Attack,31337,Attack Detected,1587,795,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_54,0.8139220712745076,C2 Communication,478.46110017672834,SYNTH_SESS_54,187.67827491815103,500,49306,31337,Simulated_ZeroDay,2024-08-24 15:04:52.607490
TCP,PSH,Zero-Day,6,192.168.1.1,203.0.113.1,3.281118598271439,41026.240050454224,725562,10.0.0.1,Zero-Day Attack,50000,Attack Detected,4960,2428,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_55,0.8677526407430071,Data Exfiltration,340.22864340771076,SYNTH_SESS_55,141.54939819538097,404,51098,50000,Simulated_ZeroDay,2024-08-17 15:04:52.607490
TCP,PSH,Zero-Day,5,192.168.1.1,203.0.113.1,5.948442087188708,6698.02037974393,625153,192.168.1.1,Zero-Day Attack,60000,Attack Detected,2658,4237,Encrypted_Data,Python-Requests/2.28.1,Foreign,SYNTH_LOG_56,0.8789896204888534,Suspicious Activity,449.71264861546564,SYNTH_SESS_56,179.8863666882514,404,49801,50000,Simulated_ZeroDay,2024-08-24 15:04:52.607490
UDP,FIN,Unknown,8,192.168.1.1,200.0.0.1,3.5173394010666867,30813.28601272763,258774,192.168.1.1,Zero-Day Attack,31337,Attack Detected,3470,1244,Suspicious_Command,Python-Requests/2.28.1,Foreign,SYNTH_LOG_57,0.9077276432435876,Data Exfiltration,497.0414379109249,SYNTH_SESS_57,185.43528890209322,404,54192,31337,Simulated_ZeroDay,2024-09-28 15:04:52.607490
UDP,PSH,Zero-Day,5,10.0.0.1,200.0.0.1,5.0015362421977745,19411.26259259901,351839,192.168.1.1,Zero-Day Attack,60000,Attack Detected,4298,4729,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_58,0.977380200923576,Suspicious Activity,260.0250789464005,SYNTH_SESS_58,123.95972562517181,500,59400,50000,Simulated_ZeroDay,2024-09-22 15:04:52.607490
UDP,PSH,Zero-Day,9,192.168.1.1,200.0.0.1,5.128066486625447,14312.630673526875,338247,10.0.0.1,Zero-Day Attack,60000,Attack Detected,4940,2915,Suspicious_Command,Python-Requests/2.28.1,Unknown,SYNTH_LOG_59,0.9584811272898158,C2 Communication,269.7503811185358,SYNTH_SESS_59,144.85468159075089,500,51532,55555,Simulated_ZeroDay,2024-09-13 15:04:52.607490
UDP,RST,Zero-Day,5,172.16.0.1,200.0.0.1,7.4718815155932745,11430.943747923619,340382,10.0.0.1,Zero-Day Attack,31337,Attack Detected,3646,4693,Encrypted_Data,Mozilla/5.0 (Custom),Unknown,SYNTH_LOG_60,0.8529062619117408,Suspicious Activity,205.76315681803948,SYNTH_SESS_60,184.9883711365512,0,56562,31337,Simulated_ZeroDay,2024-10-11 15:04:52.607490
UDP,PSH,Zero-Day,8,10.0.0.1,198.51.100.1,2.1386582745194014,5153.373628035888,920629,192.168.1.1,Zero-Day Attack,60000,Attack Detected,1588,913,Suspicious_Command,Python-Requests/2.28.1,Unknown,SYNTH_LOG_61,0.8318829813101858,C2 Communication,201.8224516612059,SYNTH_SESS_61,128.7419617699406,0,52422,60000,Simulated_ZeroDay,2024-12-01 15:04:52.607490
TCP,PSH,Unknown,8,172.16.0.1,203.0.113.1,8.831354940690789,33318.98995959187,345324,10.0.0.1,Zero-Day Attack,50000,Attack Detected,1105,4975,Suspicious_Command,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_62,0.8655294501141251,Suspicious Activity,498.30834419762067,SYNTH_SESS_62,64.17753983977441,0,58037,55555,Simulated_ZeroDay,2025-01-18 15:04:52.607490
UDP,FIN,Unknown,9,172.16.0.1,203.0.113.1,9.274977284055291,41890.18459574872,971453,192.168.1.1,Zero-Day Attack,55555,Attack Detected,988,4205,Encrypted_Data,Mozilla/5.0 (Custom),Foreign,SYNTH_LOG_63,0.956789366755863,Data Exfiltration,494.12578230318746,SYNTH_SESS_63,187.0735719952035,0,51276,50000,Simulated_ZeroDay,2025-01-15 15:04:52.607490
TCP,RST,Unknown,5,172.16.0.1,200.0.0.1,4.84386145294443,14974.630691095403,531535,192.168.1.1,Zero-Day Attack,60000,Attack Detected,4348,522,Encrypted_Data,Python-Requests/2.28.1,Unknown,SYNTH_LOG_64,0.9301102635816841,C2 Communication,361.24677891518473,SYNTH_SESS_64,89.515919154424,0,50768,31337,Simulated_ZeroDay,2024-08-08 15:04:52.607490
TCP,FIN,Unknown,9,10.0.0.1,203.0.113.1,5.368352709425031,26774.24352357938,857375,192.168.1.1,Zero-Day Attack,55555,Attack Detected,2482,4080,Suspicious_Command,Python-Requests/2.28.1,Unknown,SYNTH_LOG_65,0.8368290451377298,Suspicious Activity,409.03165218721483,SYNTH_SESS_65,93.2966352004128,404,50395,50000,Simulated_ZeroDay,2025-01-05 15:04:52.607490
